case,time_s,current_A,current_density_A_cm2,temperature_experiment_C,temperature_model_C,voltage_experiment_V,voltage_model_V,temperature_min_C,temperature_max_C,ice_fraction_average,ice_fraction_max,ice_fraction_ccl_average,liquid_fraction_max,gas_porosity_min,gas_porosity_ccl_average,d_h2_effective_average_m2_s,d_o2_effective_average_m2_s,d_o2_effective_ccl_average_m2_s,d_water_cathode_average_m2_s,d_liquid_capillary_cathode_average_m2_s,lambda_pem_average,lambda_pem_min,lambda_pem_max,membrane_water_average_kg_m3,anode_pem_water_flux_kg_m2_s,pem_cathode_water_flux_kg_m2_s,active_area_factor,reversible_voltage_V,activation_loss_V,ohmic_loss_V,concentration_loss_V,limiting_current_A_m2,exchange_current_density_A_m2,hydration_activity_factor,effective_exchange_current_density_A_m2,transport_limited,electrochemical_heat_average_W_m3,phase_change_heat_average_W_m3,current_residual_max_A_m2,water_balance_residual_kg_m2_s,temperature_error_C,voltage_error_V
-25C,14.4,62.1,0.20495049504950497,-23.556281726726432,-23.541186504949764,0.504,0.5367636323942323,-23.60859421280091,-23.491560357066675,0.0003639500899318287,0.003260201552068694,0.0031617096508557044,0.0007326708593534299,0.3916,0.4168311176526303,5.6830150100552426e-05,1.1017571115965324e-05,4.336811376392198e-06,1.2419807439815458e-05,2.183805687292566e-08,3.58761340661776,2.83647006667692,4.570358864786206,138.8406388361073,-1.0800181769007694e-08,-3.6811575264691084e-05,0.9739427244143849,1.261822460639198,0.6820210063710768,0.042993829118173746,4.399275571508325e-05,251532.0435281209,0.07603554640461414,2.0452082418685773,0.15145639765906818,False,5917256.213330242,96771.89136529661,4.547473508864641e-13,-9.036147481308876e-18,0.015095221776668666,0.0327636323942323
-25C,14.6,61.8,0.20396039603960395,-23.49729072261521,-23.47883357656991,0.509,0.5390164486985717,-23.549705178235172,-23.430984123033397,0.0003888428998763962,0.003439390706067421,0.003335219155752596,0.000667823507960258,0.3916,0.4167198165322247,5.685452845420664e-05,1.1021219772207835e-05,4.336991342823918e-06,1.2423920470488831e-05,2.190306743228388e-08,3.6034621469141133,2.848833207878611,4.590444984779915,139.45398508557616,-1.084807532692065e-08,-3.6745850117388426e-05,0.9725269575897486,1.2617692177900184,0.6801885357228441,0.04252044956398618,4.3783804616451e-05,251569.20119420756,0.0765627013981647,2.0815883008722755,0.15499358915260042,False,5874605.992965788,197069.5680711761,2.2737367544323206e-13,-7.182839392716467e-19,0.01845714604530002,0.030016448698571674
-25C,14.8,61.9,0.2042904290429043,-23.438836456163635,-23.419199092129844,0.513,0.5405090801198653,-23.486350212668924,-23.370944269507106,0.00040828228884492323,0.003609228348401316,0.0034996057940389876,0.0007129732263675901,0.3916,0.41651240767209535,5.6878776670270266e-05,1.1025293595764988e-05,4.335561891192992e-06,1.2428512780680532e-05,2.1965074593062525e-08,3.619275014092084,2.8598622606874216,4.612640648953547,140.06594304536367,-1.0890757187522943e-08,-3.66757082119662e-05,0.9711869886777518,1.2617148066028896,0.6788358021021695,0.04232605645504191,4.386792581280523e-05,251554.87058725912,0.07707004377324524,2.118367572391043,0.15855859204051878,False,5874778.178886611,151714.04972058663,2.2737367544323206e-13,-4.743384504624082e-19,0.019637364033791016,0.027509080119865303
-25C,15.0,62.1,0.20495049504950497,-23.38058274915206,-23.357098636842466,0.518,0.5418176892646587,-23.42804854422107,-23.312288870664162,0.00043341971411445403,0.0037897601453014853,0.0036744340427237363,0.0006725490789366566,0.3916,0.4163756997169546,5.6902749146436696e-05,1.1028823542755551e-05,4.3353988535541146e-06,1.2432491993651711e-05,2.2030215395057535e-08,3.6350652024384362,2.871745409211751,4.633300028653774,140.67702333436745,-1.0936787769760569e-08,-3.66087888425075e-05,0.9697633556348465,1.261661914590171,0.6775987153755908,0.04220149498043103,4.4014969490556536e-05,251590.27240678616,0.07760167900139772,2.155578295668554,0.16221861507400998,False,5885550.322372106,229828.29734643406,4.547473508864641e-13,4.8382521947165635e-18,0.023484112309596128,0.02381768926465866
-25C,15.2,61.7,0.20363036303630364,-23.322819635001103,-23.296277421799402,0.522,0.5442191153539018,-23.365662704264878,-23.239556458002482,0.00045639701625970554,0.003967532359626309,0.003846639597821625,0.0006621941017597807,0.3916,0.4162132432330689,5.692680424815206e-05,1.1032928953608026e-05,4.334813748448622e-06,1.2437119911339958e-05,2.2095233184186542e-08,3.650826551253369,2.8858241850654154,4.650814010202342,141.2869875335054,-1.0991293101926235e-08,-3.655512316962541e-05,0.9683625388644134,1.2616082072189543,0.6756787618798065,0.041666591049926864,4.373893531912038e-05,251601.82448105712,0.0781256585684221,2.1932078038674274,0.165924857838024,False,5832672.214965362,210649.3319562521,2.2737367544323206e-13,-1.5720931501039814e-17,0.026542213201700804,0.022219115353901753
-25C,15.4,61.8,0.20396039603960395,-23.265589416555734,-23.237884385636193,0.526,0.5456827475482947,-23.303759938991362,-23.20012296858056,0.00047603992066030536,0.004134627651329478,0.004008224295833186,0.0007091698256952509,0.3916,0.4160069850090604,5.695078770117107e-05,1.1036142162076623e-05,4.333199635170096e-06,1.244074207361365e-05,2.2152996157992138e-08,3.6665580419752546,2.8980583152471127,4.670825989710326,141.8957962244423,-1.1038630465305393e-08,-3.6493145219641865e-05,0.9670494367248,1.2615548407751753,0.6743521888594401,0.04147607837729627,4.382599014422238e-05,251569.59416999272,0.07863180548833963,2.2312551628599335,0.1696665239919513,False,5832987.965616298,245374.0756157237,2.2737367544323206e-13,1.666960840196463e-18,0.027705030919541684,0.019682747548294688
-25C,15.6,62.0,0.20462046204620463,-23.20850888645389,-23.177396596036033,0.53,0.5469588840159867,-23.24606608850911,-23.11967859745576,0.0004992038296133083,0.004314270442081109,0.004182145922443453,0.0006690140241992368,0.3916,0.4158713579082037,5.697445705358793e-05,1.1040303286629324e-05,4.33303120858522e-06,1.2445432795836689e-05,2.2218790517691557e-08,3.682269543472254,2.9107410660326787,4.690184201955872,142.50383133237622,-1.1087752622888609e-08,-3.6431065262962586e-05,0.9656375020012309,1.2615033688749637,0.6731441952144613,0.04135631912825597,4.397051625974943e-05,251618.18815309476,0.0791593157241943,2.269746131159781,0.17349758731196532,False,5843872.184290026,208927.22097598403,2.2737367544323206e-13,-5.800481622797449e-18,0.0311122904178589,0.016958884015986664
-25C,15.8,61.9,0.2042904290429043,-23.151690602514655,-23.119213867190552,0.534,0.5487678145927926,-23.183876402965012,-23.082109770714965,0.0005182621695196813,0.004480939417379728,0.004343268877277365,0.000707177834885284,0.3916,0.415673944037956,5.699833041690302e-05,1.1043520009274497e-05,4.331617558855929e-06,1.2449058919545796e-05,2.227651152196072e-08,3.697947452324086,2.9231696644089573,4.709836911564804,143.1105664049421,-1.1135847350069931e-08,-3.6369947834060164e-05,0.964330788172616,1.2614499340882657,0.671600051876016,0.04103815076959037,4.3916849866759315e-05,251576.3863176602,0.07966981933573823,2.308649075730861,0.17736902895565756,False,5823135.068729715,243134.9871769878,2.2737367544323206e-13,-1.1384122811097797e-18,0.03247673532410289,0.014767814592792528
-25C,16.0,62.0,0.20462046204620463,-23.095187632930894,-23.05904109955543,0.537,0.5502080231613908,-23.12693960254552,-23.00310547839061,0.0005415639480366726,0.0046605049038659615,0.004517080500591568,0.000668518949371064,0.3916,0.4155368322377425,5.702178133352753e-05,1.1047694555538367e-05,4.331417938383007e-06,1.2453764771697797e-05,2.234257445672117e-08,3.7136058553708238,2.9363763837345283,4.728312257319846,143.71654660285088,-1.1186995914491471e-08,-3.6311259023897415e-05,0.9629225852313892,1.2613987967170974,0.6702911651934277,0.04085561878592111,4.39895763577639e-05,251628.2073421169,0.08020099485931469,2.3480006491216066,0.18132986630526746,False,5823522.005129177,211820.9440363241,2.2737367544323206e-13,3.2390539903004445e-18,0.03614653337546514,0.013208023161390803
-25C,16.2,62.1,0.20495049504950497,-23.038873830681062,-23.003272404242352,0.541,0.5516266015094615,-23.066012149245267,-22.94032102851989,0.0005569633826158914,0.0048264058305110625,0.004677158836506658,0.0006177814153909564,0.3916,0.4154278028143567,5.704524654550476e-05,1.1051988229379164e-05,4.3314438443948986e-06,1.2458604913118331e-05,2.2401082379807287e-08,3.729238961281457,2.949051816526713,4.747451870989766,144.32154780159235,-1.1236064625406574e-08,-3.624821176152058e-05,0.9616269544857146,1.2613494800147107,0.6690035570616226,0.04067525498874617,4.4066454880393485e-05,251652.02747413222,0.08069622468366067,2.3877883701049076,0.18529157708821517,False,5824015.537539858,71171.43324414712,4.547473508864641e-13,-5.9326187625691196e-18,0.03560142643870989,0.010626601509461486
-25C,16.4,62.0,0.20462046204620463,-22.98286846618742,-22.94233168889903,0.544,0.5534138934213289,-23.00991014005237,-22.90028645379695,0.0005828161102290741,0.005003885751166523,0.004849116645849822,0.0006606428251985172,0.3916,0.41521168712337153,5.706846915107386e-05,1.1054602407610931e-05,4.329970977870629e-06,1.2461551804943233e-05,2.2463304728161487e-08,3.744844893923859,2.9623947448038814,4.765600659651744,144.92549739485332,-1.128771734007913e-08,-3.6193941098082713e-05,0.9602365576851206,1.261295642251374,0.6674710254774685,0.04036671341555559,4.4009937020879276e-05,251629.16316274164,0.08124062467847613,2.428009151647451,0.18940952270508038,False,5803442.829927196,239802.75508541384,2.2737367544323206e-13,-8.267041565201971e-18,0.04053677728838778,0.009413893421328812
-25C,16.6,61.9,0.2042904290429043,-22.92729165430827,-22.884629832307866,0.547,0.5551794789065109,-22.947558348874992,-22.842907912700696,0.0006051352752069596,0.0051758080681382265,0.005015532100687059,0.0007270608509096307,0.3916,0.41498169006964425,5.709185920027204e-05,1.10582030230427e-05,4.327963634602105e-06,1.2465610680520863e-05,2.2523872273469053e-08,3.7604212891554947,2.9751451736118595,4.784450279803071,145.52830389031763,-1.1337055066581693e-08,-3.613736320279976e-05,0.9588923455347148,1.261242883125583,0.6659587073635309,0.040060742939358025,4.395391618333221e-05,251599.9707618192,0.08175922898384133,2.4686583619818725,0.19353861601978795,False,5783041.966387243,245539.24237423518,2.2737367544323206e-13,-1.5571853702323057e-17,0.04266182200040447,0.008179478906510829
-25C,16.8,62.2,0.20528052805280528,-22.87190540335211,-22.828564109076524,0.551,0.5562063560518511,-22.89062989622269,-22.76616065524655,0.0006244320830733292,0.005350832313838062,0.005184652897800137,0.0006515402157045891,0.3916,0.41488669633810266,5.711491879672182e-05,1.1062337883270154e-05,4.328244203752889e-06,1.2470271795686353e-05,2.2583998704107594e-08,3.7759794399037974,2.9876388802192184,4.803715399333276,146.1304043242769,-1.1385442965234048e-08,-3.607340897096892e-05,0.9575276637276869,1.2611952395918784,0.6649261383602363,0.04001857709678166,4.416808300937438e-05,251654.5840410089,0.08226606799558206,2.509767347574575,0.19769948358339465,False,5804617.295423974,101235.31461188578,4.547473508864641e-13,-1.2935887170467675e-17,0.043341294275585085,0.0052063560518510466
-25C,17.0,61.9,0.2042904290429043,-22.81683375588846,-22.768460035814712,0.553,0.5583224725326321,-22.834610861215964,-22.727274800887415,0.0006495390621156351,0.005528734618407688,0.005356942788508435,0.0006620852273852066,0.3916,0.41470262658285956,5.713789140181655e-05,1.106543654066399e-05,4.32730858285216e-06,1.2473764827657588e-05,2.2647478352024204e-08,3.79151002708245,3.001759308955328,4.8205816223939255,146.73143804809078,-1.1440104918430382e-08,-3.602264914843878e-05,0.9561388347967207,1.2611420784537657,0.6631854821612788,0.03959015677555911,4.396698429561559e-05,251641.77253787924,0.08281264960345135,2.5513134383677336,0.20201399382318624,False,5763388.354010157,239740.3111486092,2.2737367544323206e-13,7.182839392716467e-19,0.04837372007374796,0.005322472532632072
-25C,17.2,61.9,0.2042904290429043,-22.76225949314371,-22.710535149898305,0.556,0.5598798156319914,-22.77505185097783,-22.65721320829232,0.0006732722113832135,0.005707202395473158,0.00552978596165328,0.0006642030952423963,0.3916,0.4145277267670092,5.7160727642991665e-05,1.1069219217943147e-05,4.326362884047513e-06,1.2478028936590459e-05,2.2710539603564966e-08,3.807018730330434,3.0152502911277956,4.838203775077968,147.33162486378777,-1.1492326169154365e-08,-3.5968566702255576e-05,0.9547469941961445,1.2610912250864126,0.6618102919128006,0.039357143685778855,4.397385584176501e-05,251660.58037398753,0.08334259931898823,2.5933135858060914,0.2063528047825956,False,5753650.053124475,220243.13915169335,2.2737367544323206e-13,1.623592753297043e-17,0.05172434324540376,0.003879815631991357
-25C,17.4,61.9,0.2042904290429043,-22.7080085728985,-22.656096537675722,0.559,0.5614184563944183,-22.71614368262624,-22.593364811155084,0.0006905058246144797,0.0058756327465327145,0.005692434957236443,0.0006268250137100003,0.3916,0.41440297115957897,5.7183591139998454e-05,1.1073236325961767e-05,4.326036538048946e-06,1.248255731290236e-05,2.2768106080839064e-08,3.8225041197683742,3.0285840538981166,4.8560113400950335,147.93090943503606,-1.1543941361737274e-08,-3.591119546499238e-05,0.9534385725444268,1.2610431034227905,0.6604534086948409,0.03912725799007852,4.3980343452599154e-05,251678.0819781494,0.08384351887778911,2.6357658678079443,0.21070218765955465,False,5744028.700767603,93115.57169644201,2.2737367544323206e-13,2.2863113312288075e-17,0.05191203522277732,0.002418456394418289
-25C,17.6,62.0,0.20462046204620463,-22.654031005856346,-22.59850500145825,0.562,0.5627785581024284,-22.65837816623778,-22.558363173842793,0.000712680334762294,0.006042291132953955,0.0058536175642812166,0.0007115218611684611,0.3916,0.41415873213421606,5.720640404572166e-05,1.1075941462095913e-05,4.323793916416729e-06,1.2485606739089937e-05,2.2826612635874498e-08,3.8379583680079423,3.0406132996993294,4.875623654215845,148.52898884190736,-1.1590488074974527e-08,-3.585162328270709e-05,0.9521432102965575,1.2609903072077775,0.6592017707998351,0.03896590716493541,4.4071140578637224e-05,251625.0312960107,0.08437648874565036,2.6786502944186696,0.21519874900278044,False,5744789.569628623,241255.2123785462,2.2737367544323206e-13,2.744386749103933e-17,0.05552600439809652,0.0007785581024283283
-25C,17.8,62.0,0.20462046204620463,-22.60033293053433,-22.54232081941032,0.565,0.5643026458377105,-22.60367002024762,-22.483598514631012,0.0007340191965278787,0.006218674142542144,0.006024186914569668,0.0006563807492333549,0.3916,0.41404177786532564,5.722895832908845e-05,1.1079865986756292e-05,4.323765408786094e-06,1.2490030748707092e-05,2.2887964941848768e-08,3.8533933519385366,3.0539862265783153,4.893325417222654,149.1263227200213,-1.1642278670677685e-08,-3.579450924398393e-05,0.9507737821836038,1.2609425021449627,0.6578527958465228,0.03874298753354366,4.4072927185804724e-05,251671.06521727136,0.08489946084932369,2.7220014752371706,0.21972045311641025,False,5735243.823176454,146921.26642629743,2.2737367544323206e-13,-2.574980159653073e-18,0.058012111124007504,-0.000697354162289443
-25C,18.0,61.8,0.20396039603960395,-22.54709490393045,-22.487551668164002,0.568,0.5661753017351798,-22.54586288765492,-22.42816214420739,0.0007516990692956143,0.006384577974762451,0.006184334553067795,0.0006174082386031341,0.3916,0.41392036953149686,5.725136493964173e-05,1.108379657673864e-05,4.32357863658502e-06,1.2494461595596288e-05,2.2946938740314628e-08,3.868803716653346,3.0679764888500665,4.910036825772839,149.72270383448446,-1.1696433534304355e-08,-3.5741007635474964e-05,0.9494893121154228,1.2608941458672658,0.6562783743467512,0.038396533425078656,4.393636025617197e-05,251690.5580837764,0.08541215371003189,2.765806332926829,0.22430116028417868,False,5705051.95496983,103039.84000420458,2.2737367544323206e-13,7.684282897491013e-18,0.05954323576644782,-0.0018246982648201238
-25C,18.2,61.8,0.20396039603960395,-22.494319256264866,-22.42928794855979,0.57,0.5676876062744851,-22.493063436628034,-22.391044193476176,0.0007777453154683264,0.0065645104927252295,0.006358798331903003,0.00066942642512921,0.3916,0.41369269033934336,5.72734638532305e-05,1.1086263044252758e-05,4.321825951122679e-06,1.2497241977157652e-05,2.300762329828782e-08,3.884191016870839,3.081411223794832,4.927448302101343,150.31819235290143,-1.174843582824073e-08,-3.56896667030222e-05,0.9480914224904056,1.260842917956252,0.6549325781262686,0.03817878421618831,4.394933930981066e-05,251674.77898606777,0.08596071005757759,2.8100710395640114,0.22901688899959036,False,5695610.564312674,253789.49088946363,2.2737367544323206e-13,-9.595189226496714e-18,0.06503130770507681,-0.0023123937255148386
-25C,18.4,61.8,0.20396039603960395,-22.44189059649994,-22.375238713772717,0.573,0.5691762099760659,-22.434086847141288,-22.31498951966998,0.0007998071684166739,0.0067402589130972305,0.006528867849488072,0.0006538674080248309,0.3916,0.413538954999575,5.729566573342352e-05,1.1090045244104677e-05,4.3211030192581876e-06,1.2501505547899819e-05,2.3066229629187783e-08,3.8995561840408546,3.0946817750479414,4.945051453341354,150.91282432238106,-1.1799805711412408e-08,-3.5634355751973254e-05,0.946730163285799,1.260795272638173,0.6536121754633012,0.03796293075017106,4.3956448634828815e-05,251688.26531484662,0.08647250633441596,2.854800137022643,0.23371143926059837,False,5686317.139136048,132183.59449876522,2.2737367544323206e-13,-1.7957098481791167e-17,0.06665188272722133,-0.0038237900239340705
-25C,18.6,62.0,0.20462046204620463,-22.38969288344855,-22.31986002549408,0.576,0.570306807056567,-22.376711701482577,-22.28829643052495,0.0008204708486846477,0.0069073034448892895,0.006690382035823664,0.0007140442473582503,0.3916,0.4133192135903103,5.7317968643825476e-05,1.1092867031713657e-05,4.3191245175467485e-06,1.250468647211358e-05,2.3123019028405926e-08,3.914890719846007,3.106245862479184,4.965055858801125,151.50627085804044,-1.1844553417774243e-08,-3.55719297285055e-05,0.945438678600043,1.2607443995226946,0.6525186138187513,0.03787486097016445,4.4117677211742146e-05,251639.0958826443,0.08699982111294492,2.899970338291669,0.23853124837886797,False,5697638.244884371,257150.88962807672,2.2737367544323206e-13,3.2526065174565133e-18,0.06983285795447003,-0.0056931929434329565
-25C,18.8,62.0,0.20462046204620463,-22.33772431628201,-22.265716419422688,0.578,0.5717796121295312,-22.323513942185343,-22.205421800755204,0.000841251086953262,0.007081944112719453,0.006859185025232514,0.0006497754750051934,0.3916,0.41321334559562717,5.734002350041998e-05,1.1096906698248146e-05,4.319187958086932e-06,1.2509240278025182e-05,2.318312087874875e-08,3.930205140634125,3.119299611626881,4.982920427890988,152.09893894254063,-1.1895108375281482e-08,-3.5513389541841224e-05,0.9440902599656477,1.2606982977616359,0.6512088024591507,0.03766576449423943,4.411867871456812e-05,251687.50246463087,0.08751825705388201,2.9456141578981483,0.2433817646669285,False,5688413.694699679,111731.75279184087,2.2737367544323206e-13,-6.308701391150029e-18,0.07200789685932207,-0.0062203878704687465
-25C,19.0,61.9,0.2042904290429043,-22.28614879188662,-22.20806351476716,0.581,0.5734309449506257,-22.270605929451563,-22.16991298770705,0.0008678391746068014,0.0072643715892000025,0.007036068852679255,0.0006786035899510447,0.3916,0.4130064240952365,5.7361866851707205e-05,1.1099608420428244e-05,4.3177873753085335e-06,1.2512285855755473e-05,2.324476618712706e-08,3.9454943285494095,3.132606379567255,5.000330406759496,152.69063051486216,-1.1946618243597504e-08,-3.546105131085512e-05,0.94267875959739,1.2606474900642317,0.6497747435176342,0.03739774181673178,4.40597792399983e-05,251673.68663577567,0.08807344366787068,2.991718140952832,0.24838729283643257,False,5668912.801134281,260782.78686902506,2.2737367544323206e-13,-6.410345344820545e-18,0.07808527711945956,-0.007569055049374218
-25C,19.2,62.0,0.20462046204620463,-22.23489570715181,-22.154310034404602,0.583,0.574705522074846,-22.21264595184337,-22.097682603180004,0.0008913002667222562,0.00744355606003565,0.0072095845557073705,0.0006666066744918918,0.3916,0.4128454282564798,5.738374854285956e-05,1.1103221602064696e-05,4.316936907920825e-06,1.251635889687293e-05,2.3303512245909564e-08,3.9607609541291557,3.145199145874573,5.018676996810742,153.28144892479833,-1.1995365228799927e-08,-3.540301688649079e-05,0.9412956064997695,1.2606001737322592,0.6485976185065313,0.037252894668156414,4.413848272541344e-05,251686.2934253293,0.08859401992127038,3.0382919929073977,0.25337277549901427,False,5670087.981662767,159172.71195133103,2.2737367544323206e-13,4.143007551610234e-17,0.08058567274720829,-0.00829447792515392
-25C,19.4,62.0,0.20462046204620463,-22.183894497065342,-22.10146894995961,0.585,0.5761500596540842,-22.156263273942585,-22.0408045649784,0.0009101100740496518,0.007613280363315276,0.007373565050779863,0.0006314833262340261,0.3916,0.41271689167588693,5.740561653892898e-05,1.1107002386933755e-05,4.316472144653512e-06,1.2520620872543504e-05,2.3360966259628015e-08,3.976002565423918,3.1579688561547266,5.036747373494766,153.8712992819056,-1.2044798998827291e-08,-3.534428034076793e-05,0.9399898019989681,1.2605533581459853,0.647308891045656,0.03705026147412082,4.414597212436482e-05,251696.5302359609,0.08910853984959156,3.0853298783486043,0.25843068226044696,False,5661040.477931307,106097.90549605852,2.2737367544323206e-13,-5.421010862427522e-20,0.08242554710573202,-0.008849940345915797
-25C,19.6,62.1,0.20495049504950497,-22.133131483182286,-22.04659995168842,0.588,0.5774186587032587,-22.10094513733239,-22.006014863268263,0.0009305689926795191,0.007777983625068248,0.007532768484986222,0.000697241960993629,0.3916,0.41249393709421706,5.742745762867737e-05,1.1110003411585681e-05,4.314468453172728e-06,1.2524003845787496e-05,2.3419058241668858e-08,3.991212246268395,3.1695463138058724,5.056470304094609,154.45991393058685,-1.208959984648628e-08,-3.528268315313626e-05,0.9387232772821691,1.2605030634901735,0.6461288426608888,0.03691132782988646,4.42342961394971e-05,251655.92830868968,0.0896457371789621,3.1328115772306218,0.26363405218882785,False,5662212.816688502,211121.73511588894,4.547473508864641e-13,-4.6010829694853594e-18,0.08653153149386483,-0.010581341296741265
-25C,19.8,62.0,0.20462046204620463,-22.08265084366322,-21.993018368838506,0.59,0.5790275107522438,-22.048571779258765,-21.933916589455208,0.0009502304885817852,0.007948660531097305,0.007697610198898962,0.0006349168594433671,0.3916,0.41238964516303017,5.744903911260659e-05,1.1113736656263625e-05,4.314513993025931e-06,1.2528212230697178e-05,2.347828748695028e-08,4.006401993663028,3.1830029441768297,5.073466288872805,155.04775715475915,-1.214171257578152e-08,-3.522706030723819e-05,0.9374131862444673,1.2604574428707418,0.6447318561978319,0.036653911434294625,4.416448637150499e-05,251699.68823779948,0.09017322676830565,3.1807759158991917,0.268869626222581,False,5643018.274894246,132458.1266604064,2.2737367544323206e-13,8.165397611531455e-18,0.08963247482471459,-0.010972489247756179
-25C,20.0,61.9,0.2042904290429043,-22.032555083259656,-21.936743951099373,0.592,0.580632135487351,-21.99716712477462,-21.899891817394092,0.0009767854584850372,0.008130920796794793,0.007874371916404109,0.0006778586677992388,0.3916,0.41216857494237047,5.747039604927507e-05,1.1116153629176604e-05,4.312860842093957e-06,1.2530936818344535e-05,2.3538019501982024e-08,4.021567763905055,3.196443095393236,5.090366317153411,155.6346724631256,-1.219373689362245e-08,-3.517699866162094e-05,0.9360098026607431,1.2604079482824986,0.6433330444887196,0.036398662448299424,4.410585812850544e-05,251682.54483931194,0.09073032384208511,3.2292119070196548,0.27423911784207616,False,5623882.672442293,262663.8909236733,2.2737367544323206e-13,-3.564314642046096e-18,0.09581113216028214,-0.011367864512648929
-25C,20.2,62.0,0.20462046204620463,-21.98272118085227,-21.885538412107508,0.594,0.5818603026369816,-21.93969061566534,-21.824501021873687,0.0009982211687605564,0.008305957014450402,0.008043695549307377,0.000651088381992013,0.3916,0.4120268998590747,5.749181219978642e-05,1.1119850915901173e-05,4.312214847626043e-06,1.2535104668834048e-05,2.359417445968835e-08,4.036711952031893,3.209075509165074,5.108345889212305,156.22075254363426,-1.2242636403359755e-08,-3.511918427050416e-05,0.9346668895384196,1.2603628401771063,0.6421949408428763,0.03626341320532122,4.4183491927111744e-05,251699.0877927399,0.09124001223146738,3.278128875011357,0.27955561276057367,False,5625275.783791223,107969.62595829372,2.2737367544323206e-13,6.417121608398579e-18,0.09718276874476217,-0.012139697363018342
-25C,20.4,61.9,0.2042904290429043,-21.933143394571392,-21.830223877774444,0.597,0.5834472012443457,-21.88800150739209,-21.792068169092687,0.0010226264628901704,0.00848380757495888,0.008215965131942518,0.0006615070530294809,0.3916,0.4118436797534873,5.7513120670490774e-05,1.1122839011442417e-05,4.310997744772866e-06,1.253847306744418e-05,2.365485796738224e-08,4.051831220568739,3.2223085611214723,5.125455718057698,156.80586823601018,-1.2293862082228986e-08,-3.5066491506778175e-05,0.9333020232990716,1.2603139248046475,0.6408091759899827,0.0360134240979453,4.412347237394863e-05,251688.7234945399,0.09179358277426826,3.327517644647096,0.2850722184375352,False,5606279.642406161,241362.25864508594,2.2737367544323206e-13,1.4257258568184383e-17,0.10291951679694833,-0.013552798755654294
-25C,20.6,62.0,0.20462046204620463,-21.883818503603056,-21.78029047648141,0.599,0.5846592264430673,-21.830294988816775,-21.73753419620681,0.0010365622206124031,0.008646886321131161,0.00837340667746871,0.0006690361566090932,0.3916,0.4116824138399053,5.753459856659248e-05,1.1126868847618158e-05,4.3097693161208766e-06,1.254301579186047e-05,2.370942929831485e-08,4.066921336863035,3.2340839186862342,5.144526700838644,157.3898557365994,-1.2339427852895811e-08,-3.500465823345474e-05,0.9320558933068834,1.2602680161224524,0.6396818436374183,0.0358827402761108,4.420576585597567e-05,251677.72862519184,0.0922959734515592,3.3773655585582847,0.2905378923852042,False,5607745.417019463,35235.55581438403,2.2737367544323206e-13,-2.4021854384131958e-18,0.10352802712164433,-0.01434077355693264
-25C,20.8,62.1,0.20495049504950497,-21.83463263290547,-21.724953315962267,0.601,0.5858824209377876,-21.78240299130536,-21.68500629818081,0.0010616486918685612,0.008823724628688013,0.008544592332923675,0.0006577844066240007,0.3916,0.4115190816827417,5.755560787499333e-05,1.1129223680745848e-05,4.309054152204507e-06,1.2545670331022592e-05,2.376817214300229e-08,4.081991241560119,3.246670724608893,5.162484568434766,157.97306104837656,-1.2388172153814476e-08,-3.4947557269712956e-05,0.9307023238077585,1.2602209232974706,0.6385389482449757,0.03575526901303349,4.428510167375711e-05,251689.0678648628,0.09285571002775278,3.42770355812639,0.296225655237852,False,5609116.634871911,229344.00240439386,4.547473508864641e-13,1.3904892862126594e-17,0.10967931694320399,-0.015117579062212338
-25C,21.0,61.8,0.20396039603960395,-21.785811570033804,-21.67234078018646,0.603,0.5877857406779192,-21.726799349917712,-21.624244598318228,0.001083953275455977,0.008998640578172522,0.008713911034340618,0.0006506247443971009,0.3916,0.4113567027696322,5.7576710500378094e-05,1.1132800710257666e-05,4.308141476107924e-06,1.2549702618835918e-05,2.3827253512013503e-08,4.097036533982673,3.260679971574448,5.178322265721942,158.55531386512945,-1.2442401927533945e-08,-3.48987758656749e-05,0.929364900174651,1.2601744960062498,0.6369486346297373,0.03539604267274162,4.4078025851589085e-05,251697.52665943824,0.09339080417467795,3.4785185823883165,0.30191501282785327,False,5570136.9355223,177682.82079983916,2.2737367544323206e-13,2.913793338554793e-18,0.11347078984734438,-0.015214259322080759
-25C,21.2,62.0,0.20462046204620463,-21.737299602768264,-21.62248416806611,0.605,0.5888035016069989,-21.672406597584484,-21.561586134313643,0.0011005291171789643,0.0091634032202231,0.008872950390695751,0.0006129367963540821,0.3916,0.4112358733843772,5.7597610252074586e-05,1.113648651769343e-05,4.307706261219011e-06,1.2553857529036232e-05,2.3881958956211376e-08,4.112060794694423,3.2729666385571368,5.1964799408131555,159.13675275467412,-1.2489960705179068e-08,-3.483871384836881e-05,0.9281099320394357,1.2601305991530896,0.6359549392329644,0.03532793239487782,4.4225918248397564e-05,251720.79821968195,0.0939005062076883,3.529824299909233,0.30762416103356716,False,5581788.7748740595,87557.34261177974,2.2737367544323206e-13,3.198396408832238e-18,0.11481543470215527,-0.01619649839300108
