时间_s,实验电流密度_A_cm2,实验电压_V,模型电压_V,电压相对误差_%,实验平均温度_C,模型平均温度_C,温度相对误差_%,模型最大冰体积分数,模型冰质量_kg_m2,步内耦合迭代次数
32.7999999999999,0.30627062706270625,0.638,0.6220460061363638,2.5006259974351353,-18.2732798935056,-18.160108917362123,0.6193249203373558,0.049790493849453984,0.0005176219740589236,4
33.0,0.3066006600660066,0.639,0.6224003426395639,2.597755455467311,-18.209520281131212,-18.093428653580162,0.637532597008307,0.05042999025480416,0.000524270178688944,4
33.1999999999999,0.30594059405940593,0.64,0.6229252630799695,2.6679276437547617,-18.146126289553802,-18.027016413015787,0.6563928556288264,0.051070877858575996,0.000530932846217756,4
33.3999999999999,0.3066006600660066,0.641,0.6231988897495034,2.777084282448764,-18.083040122247933,-17.960799252621968,0.6759973367286297,0.05171306260666224,0.0005376089988588606,4
33.5999999999999,0.3066006600660066,0.642,0.6235836694608727,2.8685873113905416,-18.02015190697905,-17.894666263981776,0.6963628477997076,0.05235650489087721,0.0005442982248455595,4
33.7999999999999,0.30726072607260724,0.642,0.6238386695679535,2.828867668543066,-17.95745704138021,-17.82864016763898,0.717344741209128,0.05300116778086089,0.0005510001402498298,4
33.9999999999999,0.30627062706270625,0.643,0.6243851951797026,2.8949929736076867,-17.89510792243253,-17.762901846234485,0.7387833410734419,0.05364694471210386,0.0005577136372270317,4
34.1999999999999,0.3069306930693069,0.643,0.6246215532623908,2.8582343293326975,-17.83309906829875,-17.697415065860326,0.7608548683477262,0.05429373632441463,0.0005644376828286145,4
34.3999999999999,0.30627062706270625,0.644,0.6250899392635948,2.936344834845531,-17.77137303378167,-17.632116231834488,0.7836018167108981,0.054941474018583125,0.0005711715638971902,4
34.5999999999999,0.30627062706270625,0.644,0.6254291217255252,2.883676750694843,-17.710029196799226,-17.567135744969164,0.806850458811709,0.05559004574592346,0.0005779141155746203,4
34.7999999999999,0.30627062706270625,0.644,0.6257599398074144,2.832307483320748,-17.648957986773798,-17.50232931807571,0.8308063785293884,0.05623939512010925,0.0005846647516686559,4
34.9999999999999,0.30726072607260724,0.644,0.6259023920675869,2.8101875671448924,-17.587998536091806,-17.437537312275964,0.8554766678373623,0.056889541697803137,0.0005914236754903614,4
35.1999999999999,0.30726072607260724,0.644,0.6262175755856668,2.761246027070372,-17.52714647537862,-17.372794876659015,0.8806430581066363,0.05754050371362191,0.0005981910766068134,4
35.3999999999999,0.30726072607260724,0.643,0.6265248746400292,2.5622278942411922,-17.466552824243042,-17.308283393011124,0.9061286037634471,0.058192226038559385,0.0006049663818968634,4
35.5999999999999,0.30627062706270625,0.643,0.6270045634418212,2.4876262143357404,-17.406367772321165,-17.244147132859325,0.9319614613670039,0.0588445851397155,0.0006117483071124823,4
35.7999999999999,0.30627062706270625,0.643,0.6272962265175536,2.4422664824955596,-17.346586022009284,-17.180347800929923,0.9583339388421357,0.059497465835669554,0.0006185356548276206,4
35.9999999999999,0.30594059405940593,0.642,0.6276407995980373,2.2366355766297046,-17.287098920354047,-17.11676176210517,0.9853426479113853,0.06015080881920566,0.0006253278084844621,4
36.1999999999999,0.3066006600660066,0.642,0.627797859455878,2.2121714243180772,-17.227798400239315,-17.05329080317614,1.0129419500332197,0.06080460687994448,0.0006321246931239029,4
36.3999999999999,0.3082508250825083,0.641,0.6277690901298736,2.0641045039198795,-17.168370249909113,-16.989598668341614,1.0412845189452136,0.06145899755672428,0.0006389277385997057,4
36.5999999999999,0.30528052805280526,0.641,0.628573726078326,1.9385762748321465,-17.109377735356304,-16.926415072454347,1.069370644169409,0.062113844610393515,0.000645735528569651,4
